SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,Rate_Level,Available_Stock,New_Stock_Status,Stock_Status,Reorder_Flag,Stockout_Risk,Coverage_Gap,Risk_Level,Inventory_Turnover,Turnover_Category,Demand_Supply_Ratio,Supplier_Risk,Supplier_Risk_Level,Inventory_Risk,SC_Risk_Score,Supplier_Class,Warehouse_Stock_Imbalance,Warehouse_Imbalance_Level,Optimization_Score
SKU0414,Dairy Product 350,Dairy,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH9418,27/07/2025,20/07/2025,26/08/2025,44,776,36,111,0,1,51.21,146,15.15,153.63,80,3,$2.09,$2.00,"$1,618.89",1.98,18,0.8721,FEFO,Expiring Soon,4,04/09/2025,2.55%,74.65%,No Notes,Low,629,In Stock,Low,FALSE,FALSE,0,Low Risk,24.08717784,Fast Moving,0.065992268,0.38,Low,0,0.38,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0415,Pantry Product 67,Pantry,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6415,06/07/2025,07/06/2025,17/07/2026,65,100,61,39,1,0,20.01,4270,5,140.07,79,7,$1.20,$1.26,$120.49,6,7,0.9035,FIFO,Low Stock,-1,04/09/2025,7.07%,87.83%,No Notes,Medium,-1,Out of Stock,Critical,TRUE,TRUE,2,High Risk,73.0365,Very Fast Moving,0.2001,0.68,Low,2,2.68,A - Good,206.5718724,High Variation (~206),12
SKU0416,Seafood Product 27,Seafood,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH2194,07/05/2025,18/03/2025,15/05/2025,125,81,14,13,0,1,4.61,1340,17.57,32.27,22,7,$8.26,$9.14,$669.38,1.71,3,0.729,FEFO,Expiring Soon,0,04/07/2025,4.47%,86.29%,No Notes,Low,54,In Stock,Low,FALSE,FALSE,0,Low Risk,20.77345679,Fast Moving,0.05691358,1.9,Low,0,1.9,A - Good,199.2482854,High Variation (~206),0
SKU0417,Dairy Product 35,Dairy,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH9798,26/05/2025,01/05/2025,19/06/2025,106,405,53,20,0,0,34.93,1257,11.59,34.93,23,1,$3.73,$4.01,"$1,512.19",2.59,13,0.7413,FIFO,Expiring Soon,2,27/07/2025,-3.78%,97.26%,No Notes,Low,332,In Stock,Low,FALSE,FALSE,0,Low Risk,31.48012346,Fast Moving,0.086246914,0.26,Low,0,0.26,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0418,Dairy Product 170,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9691,26/06/2025,27/05/2025,09/07/2025,75,462,63,79,2,0,35.98,7740,12.84,143.92,80,4,$1.83,$1.70,$845.78,2.34,14,0.7326,FIFO,Expiring Soon,2,26/08/2025,-7.05%,90.59%,No Notes,Low,318,In Stock,Low,FALSE,FALSE,0,Low Risk,28.42575758,Fast Moving,0.077878788,1.07,Low,0,1.07,A - Good,199.2482854,High Variation (~206),0
SKU0419,Frozen Product 464,Frozen,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH6258,09/07/2025,15/06/2025,15/01/2026,62,428,176,110,0,0,42.28,1494,10.12,126.84,67,3,$7.03,$7.61,"$3,010.85",2.96,17,0.923,FIFO,In Stock,0,22/07/2025,-7.85%,62.39%,No Notes,Low,142,In Stock,Low,FALSE,FALSE,0,Low Risk,36.05654206,Fast Moving,0.098785047,0.23,Low,0,0.23,A - Good,206.5718724,High Variation (~206),0
SKU0420,Beverages Product 13,Beverages,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH8300,01/05/2025,31/03/2025,07/03/2029,131,184,18,8,1,0,13.23,4620,13.91,92.61,50,7,$7.72,$7.49,"$1,420.88",2.16,3,0.8006,FIFO,In Stock,-2,03/08/2025,-2.03%,93.25%,No Notes,Low,157,In Stock,Low,FALSE,FALSE,0,Low Risk,26.24429348,Fast Moving,0.071902174,1.4,Low,0,1.4,A - Good,199.2482854,High Variation (~206),0
SKU0421,Dairy Product 264,Dairy,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9736,29/07/2025,29/07/2025,22/08/2025,42,217,45,22,2,1,13.95,3130,15.56,27.9,20,2,$3.31,$3.04,$718.68,1.93,8,0.8633,FIFO,Expiring Soon,4,14/08/2025,-7.67%,76.32%,No Notes,Low,148,In Stock,Low,FALSE,FALSE,0,Low Risk,23.46428571,Fast Moving,0.064285714,0.27,Low,0,0.27,A - Good,213.1579776,Very Uneven (~213+),0
SKU0422,Beverages Product 443,Beverages,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH8130,19/07/2025,08/06/2025,24/07/2029,52,859,129,129,1,0,70.26,2679,12.23,140.52,73,2,$0.29,$0.31,$248.08,2.45,23,0.714,FIFO,In Stock,3,14/06/2025,1.17%,90.05%,No Notes,Low,600,In Stock,Low,FALSE,FALSE,0,Low Risk,29.85436554,Fast Moving,0.081792782,0.57,Low,0,0.57,A - Good,213.1579776,Very Uneven (~213+),0
SKU0423,Frozen Product 170,Frozen,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3916,22/08/2025,03/07/2025,03/03/2026,18,187,34,40,1,1,14.04,3160,13.32,42.12,30,3,$1.29,$1.32,$240.97,2.25,3,0.9398,FEFO,In Stock,7,30/06/2025,1.59%,61.99%,High return rate,Low,112,In Stock,Low,FALSE,FALSE,0,Low Risk,27.40427807,Fast Moving,0.075080214,0.18,Low,0,0.18,A - Good,213.1579776,Very Uneven (~213+),0
SKU0424,Personal Product 209,Personal Care,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8094,01/04/2025,12/03/2025,07/07/2028,161,210,27,7,1,0,16.81,3660,12.49,50.43,34,3,$1.26,$1.29,$264.64,2.4,3,0.8536,FIFO,In Stock,0,22/07/2025,6.16%,70.70%,No Notes,Low,175,In Stock,Low,FALSE,FALSE,0,Low Risk,29.21738095,Fast Moving,0.080047619,0.44,Low,0,0.44,A - Good,202.6218382,High Variation (~206),0
SKU0425,Pantry Product 329,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2189,13/04/2025,22/03/2025,15/07/2026,149,244,60,5,1,0,17.74,5380,13.75,53.22,36,3,$6.06,$5.50,"$1,478.40",2.18,7,0.7649,FIFO,In Stock,-5,03/08/2025,-2.06%,91.13%,No Notes,Low,178,In Stock,Low,FALSE,FALSE,0,Low Risk,26.53729508,Fast Moving,0.072704918,0.71,Low,0,0.71,A - Good,213.1579776,Very Uneven (~213+),0
SKU0426,Seafood Product 45,Seafood,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH1504,04/06/2025,05/05/2025,13/06/2025,97,323,70,44,2,0,27.75,7160,11.64,83.25,44,3,$4.62,$4.47,"$1,490.71",2.58,13,0.8844,FIFO,Expiring Soon,-7,03/07/2025,8.61%,79.55%,No Notes,Low,207,In Stock,Low,FALSE,FALSE,0,Low Risk,31.35835913,Fast Moving,0.085913313,0.35,Low,0,0.35,A - Good,202.6218382,High Variation (~206),0
SKU0427,Beverages Product 408,Beverages,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5883,31/03/2025,16/02/2025,20/01/2027,162,768,125,199,0,1,80.64,253,9.52,80.64,44,1,$6.86,$6.67,"$5,269.48",3.15,25,0.7399,FEFO,In Stock,0,08/09/2025,-8.28%,90.10%,No Notes,Medium,444,In Stock,Critical,FALSE,FALSE,0,Medium Risk,38.325,Fast Moving,0.105,0.26,Low,0,0.26,A - Good,199.2482854,High Variation (~206),0
SKU0428,Pantry Product 64,Pantry,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH7456,16/04/2025,13/03/2025,19/08/2029,146,40,13,8,2,3,5.2,1470,7.69,15.6,15,3,$4.58,$4.40,$183.28,3.9,2,0.8173,FIFO,In Stock,0,01/08/2025,-9.16%,84.47%,No Notes,Medium,17,Low,Critical,FALSE,FALSE,0,Medium Risk,47.45,Fast Moving,0.13,0.55,Low,0,0.55,A - Good,213.1579776,Very Uneven (~213+),0
SKU0429,Beverages Product 372,Beverages,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH9397,27/05/2025,18/05/2025,08/01/2030,105,1,319,166,2,0,88.26,2731,0.01,176.52,92,2,$3.54,$3.85,"$3,907.39",2.4,27,0.8821,FIFO,In Stock,0,17/08/2025,0.42%,85.12%,No Notes,Low,-486,Out of Stock,Critical,TRUE,TRUE,1.99,High Risk,32214.9,Very Fast Moving,88.26,0.24,Low,1.99,2.23,A - Good,192.2676003,Moderate Imbalance (~192),11.98
SKU0430,Household Product 100,Household,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH1891,22/03/2025,27/01/2025,26/05/2029,171,47,12,4,0,1,4.77,1550,9.85,14.31,16,3,$8.40,$7.69,$394.60,3.04,2,0.8936,FEFO,In Stock,4,19/06/2025,6.68%,91.10%,No Notes,Medium,31,Low,Critical,FALSE,FALSE,0,Medium Risk,37.04361702,Fast Moving,0.101489362,0.32,Low,0,0.32,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0431,Meat Product 35,Meat,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH6420,21/07/2025,29/06/2025,10/08/2025,50,160,6,5,0,0,14.09,4070,11.36,42.27,22,3,$3.71,$3.83,$593.57,2.64,7,0.7141,FIFO,Expiring Soon,-1,16/06/2025,-3.03%,61.15%,No Notes,Low,149,In Stock,Low,FALSE,FALSE,0,Low Risk,32.1428125,Fast Moving,0.0880625,0.86,Low,0,0.86,A - Good,213.1579776,Very Uneven (~213+),0
SKU0432,Fresh Product 318,Fresh Produce,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8383,20/06/2025,30/05/2025,30/06/2025,81,213,17,30,1,3,17.55,6670,12.14,35.1,27,2,$0.72,$0.82,$153.64,2.47,10,0.719,FEFO,Expiring Soon,0,13/06/2025,6.28%,76.83%,No Notes,Low,165,In Stock,Low,FALSE,FALSE,0,Low Risk,30.07394366,Fast Moving,0.082394366,0.56,Low,0,0.56,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0433,Pantry Product 187,Pantry,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH6131,28/07/2025,13/07/2025,06/08/2026,43,19,0,3,4,2,1.68,430,11.31,3.36,8,2,$6.21,$6.29,$118.08,2.65,1,0.9235,FIFO,In Stock,7,19/06/2025,0.03%,64.57%,No Notes,Low,12,Low,Low,FALSE,FALSE,0,Low Risk,32.27368421,Fast Moving,0.088421053,0.15,Low,0,0.15,A - Good,202.6218382,High Variation (~206),0
SKU0434,Household Product 69,Household,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH6877,14/05/2025,26/03/2025,11/11/2028,118,16,4,0,0,3,2.06,770,7.77,2.06,3,1,$4.86,$5.22,$77.74,3.86,2,0.7908,FEFO,In Stock,3,09/07/2025,3.97%,78.59%,No Notes,Medium,12,Low,Critical,FALSE,FALSE,0,Medium Risk,46.99375,Fast Moving,0.12875,0.21,Low,0,0.21,A - Good,202.6218382,High Variation (~206),0
SKU0435,Dairy Product 311,Dairy,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH4218,05/08/2025,20/07/2025,29/08/2025,35,262,36,30,2,0,39.11,1127,6.7,78.22,42,2,$0.94,$1.07,$245.10,4.48,10,0.932,FIFO,Expiring Soon,3,31/08/2025,-4.75%,72.57%,No Notes,Medium,194,In Stock,Critical,FALSE,FALSE,0,Medium Risk,54.48530534,Very Fast Moving,0.149274809,0.14,Low,0,0.14,A - Good,199.2482854,High Variation (~206),0
SKU0436,Household Product 324,Household,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4485,14/04/2025,15/02/2025,21/07/2028,148,110,25,50,2,1,19.19,7470,5.73,38.38,24,2,$11.55,$12.73,"$1,270.28",5.23,16,0.7053,FIFO,In Stock,2,01/07/2025,9.53%,93.94%,No Notes,Medium,33,Low,Critical,FALSE,FALSE,0,Medium Risk,63.67590909,Very Fast Moving,0.174454545,0.59,Low,0,0.59,A - Good,206.5718724,High Variation (~206),0
SKU0437,Personal Product 277,Personal Care,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH4658,08/06/2025,12/04/2025,19/08/2028,93,21,2,4,3,0,3.12,860,6.73,31.2,23,10,$13.67,$13.50,$287.00,4.46,1,0.9375,FEFO,Low Stock,4,23/08/2025,-4.70%,81.10%,No Notes,Medium,12,Low,Critical,TRUE,TRUE,3.27,Medium Risk,54.22857143,Very Fast Moving,0.148571429,0.62,Low,3.27,3.89,A - Good,192.2676003,Moderate Imbalance (~192),14.54
SKU0438,Frozen Product 204,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH4913,07/09/2025,15/07/2025,22/08/2026,2,215,88,58,0,1,33.13,1179,6.49,99.39,56,3,$3.59,$4.08,$771.68,4.62,15,0.9114,FIFO,In Stock,2,06/07/2025,5.10%,86.44%,High return rate,Medium,69,In Stock,Critical,FALSE,FALSE,0,Medium Risk,56.24395349,Very Fast Moving,0.154093023,0.27,Low,0,0.27,A - Good,206.5718724,High Variation (~206),0
SKU0439,Dairy Product 486,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH1662,09/05/2025,25/04/2025,27/05/2025,123,162,30,16,1,1,15.04,5540,10.77,75.2,47,5,$2.04,$2.07,$329.96,2.79,6,0.9081,FEFO,Expiring Soon,-5,11/08/2025,-2.34%,72.34%,Promotional item,Low,115,In Stock,Low,FALSE,FALSE,0,Low Risk,33.88641975,Fast Moving,0.092839506,0.46,Low,0,0.46,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0440,Meat Product 343,Meat,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8695,09/06/2025,12/04/2025,26/06/2025,92,297,29,33,7,1,24.26,8610,12.24,97.04,54,4,$6.89,$6.53,"$2,045.97",2.45,6,0.7728,FEFO,Expiring Soon,0,04/09/2025,-4.30%,90.07%,Promotional item,Low,228,In Stock,Low,FALSE,FALSE,0,Low Risk,29.81447811,Fast Moving,0.081683502,0.91,Low,0,0.91,A - Good,206.5718724,High Variation (~206),0
SKU0441,Fresh Product 496,Fresh Produce,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9918,04/07/2025,29/05/2025,16/07/2025,67,303,96,13,1,2,35.71,7950,8.49,142.84,75,4,$1.83,$2.05,$554.40,3.54,15,0.887,FIFO,Expiring Soon,3,23/07/2025,6.26%,82.04%,No Notes,Medium,193,In Stock,Critical,FALSE,FALSE,0,Medium Risk,43.0169967,Fast Moving,0.117854785,0.45,Low,0,0.45,A - Good,199.2482854,High Variation (~206),0
SKU0442,Bakery Product 335,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4651,07/07/2025,04/06/2025,12/07/2025,64,308,114,48,0,1,54.2,1365,5.68,108.4,57,2,$1.50,$1.56,$462.71,5.28,15,0.7464,FEFO,Expiring Soon,1,26/07/2025,-3.98%,80.32%,No Notes,Medium,146,In Stock,Critical,FALSE,FALSE,0,Medium Risk,64.23051948,Very Fast Moving,0.175974026,0.51,Low,0,0.51,A - Good,206.5718724,High Variation (~206),0
SKU0443,Seafood Product 406,Seafood,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH8207,08/09/2025,29/08/2025,13/09/2025,1,221,23,37,1,1,22.86,6340,9.67,45.72,29,2,$10.72,$11.89,"$2,369.72",3.1,6,0.9728,FIFO,Expiring Soon,-2,31/08/2025,-9.84%,97.40%,No Notes,Medium,160,In Stock,Critical,FALSE,FALSE,0,Medium Risk,37.75520362,Fast Moving,0.103438914,0.05,Low,0,0.05,A - Good,206.5718724,High Variation (~206),0
SKU0444,Meat Product 77,Meat,A,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4773,09/06/2025,14/05/2025,17/06/2025,92,459,72,34,0,2,27.14,5920,16.91,81.42,47,3,$5.22,$4.83,"$2,395.80",1.77,10,0.957,FEFO,Expiring Soon,0,26/08/2025,-5.25%,96.88%,No Notes,Low,353,In Stock,Low,FALSE,FALSE,0,Low Risk,21.58191721,Fast Moving,0.05912854,0.13,Low,0,0.13,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0445,Frozen Product 108,Frozen,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH1367,28/03/2025,13/03/2025,07/01/2026,165,176,68,13,2,2,18.4,6000,9.57,55.2,36,3,$5.64,$5.25,$992.99,3.14,5,0.7023,FIFO,In Stock,0,24/08/2025,-6.63%,75.06%,No Notes,Medium,93,In Stock,Critical,FALSE,FALSE,0,Medium Risk,38.15909091,Fast Moving,0.104545455,0.89,Low,0,0.89,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0446,Dairy Product 323,Dairy,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1916,16/04/2025,06/04/2025,27/04/2025,146,95,7,0,2,1,9.06,2020,10.49,45.3,29,5,$3.21,$3.56,$304.90,2.86,5,0.9803,FEFO,Expiring Soon,2,17/08/2025,1.44%,77.66%,No Notes,Low,86,In Stock,Low,FALSE,FALSE,0,Low Risk,34.80947368,Fast Moving,0.095368421,0.1,Low,0,0.1,A - Good,213.1579776,Very Uneven (~213+),0
SKU0447,Bakery Product 497,Bakery,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2404,24/03/2025,11/03/2025,28/03/2025,169,48,7,5,4,1,4.7,1260,10.21,32.9,20,7,$1.13,$1.15,$54.15,2.94,3,0.8359,FEFO,Low Stock,-2,24/06/2025,4.41%,83.19%,No Notes,Low,32,Low,Low,FALSE,FALSE,0,Low Risk,35.73958333,Fast Moving,0.097916667,1.15,Low,0,1.15,A - Good,213.1579776,Very Uneven (~213+),0
SKU0448,Household Product 88,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH3979,09/04/2025,01/03/2025,26/01/2027,153,39,4,0,0,1,2.79,760,13.98,11.16,15,4,$17.87,$16.24,$696.97,2.15,1,0.7317,FEFO,In Stock,-6,19/08/2025,1.86%,77.82%,No Notes,Low,35,Low,Low,FALSE,FALSE,0,Low Risk,26.11153846,Fast Moving,0.071538462,1.07,Low,0,1.07,A - Good,202.6218382,High Variation (~206),0
SKU0449,Seafood Product 233,Seafood,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7196,23/08/2025,30/07/2025,29/08/2025,17,24,3,4,1,3,1.97,710,12.18,7.88,5,4,$3.89,$3.61,$93.44,2.46,3,0.8004,FIFO,Expiring Soon,4,27/08/2025,0.10%,62.75%,Temperature controlled,Low,16,Low,Low,FALSE,FALSE,0,Low Risk,29.96041667,Fast Moving,0.082083333,0.8,Low,0,0.8,A - Good,206.5718724,High Variation (~206),0
SKU0450,Household Product 259,Household,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3906,07/04/2025,08/03/2025,21/10/2026,155,273,35,11,0,0,17.93,5530,15.23,17.93,15,1,$12.61,$12.41,"$3,441.49",1.97,7,0.8505,FIFO,In Stock,0,03/07/2025,4.36%,65.49%,No Notes,Low,227,In Stock,Low,FALSE,FALSE,0,Low Risk,23.97234432,Fast Moving,0.065677656,0.15,Low,0,0.15,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0451,Fresh Product 247,Fresh Produce,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH8069,24/04/2025,22/03/2025,27/04/2025,138,244,81,88,3,0,60.42,1517,4.04,181.26,99,3,$0.58,$0.55,$141.84,7.43,19,0.7067,FEFO,Low Stock,-7,24/07/2025,8.19%,78.63%,No Notes,Medium,72,In Stock,Critical,FALSE,FALSE,0,High Risk,90.38237705,Very Fast Moving,0.247622951,0.88,Low,0,0.88,A - Good,206.5718724,High Variation (~206),0
SKU0452,Beverages Product 220,Beverages,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH2600,04/06/2025,08/05/2025,21/05/2028,97,162,53,5,0,0,16.95,4140,9.56,237.3,121,14,$2.10,$2.34,$340.52,3.14,5,0.8756,FIFO,Low Stock,-6,08/08/2025,3.76%,76.80%,No Notes,Medium,104,In Stock,Critical,TRUE,TRUE,4.44,Medium Risk,38.18981481,Fast Moving,0.10462963,1.74,Low,4.44,6.18,A - Good,202.6218382,High Variation (~206),16.88
SKU0453,Meat Product 440,Meat,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5223,09/04/2025,28/03/2025,27/04/2025,153,21,6,3,0,1,3.81,1350,5.51,19.05,17,5,$10.66,$10.33,$223.82,5.44,1,0.897,FIFO,Low Stock,0,11/06/2025,6.02%,90.08%,No Notes,Medium,12,Low,Critical,FALSE,FALSE,0,Medium Risk,66.22142857,Very Fast Moving,0.181428571,0.51,Low,0,0.51,A - Good,199.2482854,High Variation (~206),0
SKU0454,Fresh Product 268,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4365,08/09/2025,26/07/2025,17/09/2025,1,381,35,79,0,0,43.09,1215,8.84,129.27,70,3,$0.51,$0.57,$192.63,3.39,14,0.7348,FEFO,Expiring Soon,-5,19/07/2025,-2.53%,93.08%,No Notes,Medium,267,In Stock,Critical,FALSE,FALSE,0,Medium Risk,41.28044619,Fast Moving,0.113097113,0.8,Low,0,0.8,A - Good,206.5718724,High Variation (~206),0
SKU0455,Dairy Product 334,Dairy,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH7939,05/07/2025,30/05/2025,29/07/2025,66,68,68,0,3,0,26.48,7980,2.57,132.4,72,5,$0.98,$0.98,$66.65,11.68,13,0.8628,FEFO,Low Stock,7,23/06/2025,1.60%,60.91%,No Notes,High,-3,Out of Stock,Critical,TRUE,TRUE,2.43,High Risk,142.1352941,Very Fast Moving,0.389411765,0.69,Low,2.43,3.12,A - Good,199.2482854,High Variation (~206),12.86
SKU0456,Beverages Product 387,Beverages,A,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH8904,21/04/2025,10/04/2025,05/06/2029,141,1,160,61,0,2,74.86,1762,0.01,374.3,193,5,$2.00,$2.28,"$2,319.51",1.94,28,0.7433,FEFO,In Stock,1,30/06/2025,8.83%,68.28%,No Notes,Low,-220,Out of Stock,Critical,TRUE,TRUE,4.99,High Risk,27323.9,Very Fast Moving,74.86,1.28,Low,4.99,6.27,A - Good,202.6218382,High Variation (~206),17.98
SKU0457,Meat Product 158,Meat,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3262,13/03/2025,18/01/2025,30/03/2025,180,23,5,7,0,0,2.66,820,8.65,2.66,3,1,$6.53,$7.15,$150.18,3.47,1,0.835,FIFO,Expiring Soon,1,11/08/2025,-4.79%,81.86%,No Notes,Medium,11,Low,Critical,FALSE,FALSE,0,Medium Risk,42.21304348,Fast Moving,0.115652174,0.17,Low,0,0.17,A - Good,199.2482854,High Variation (~206),0
SKU0458,Beverages Product 83,Beverages,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH6544,02/05/2025,12/03/2025,30/07/2028,130,1,127,265,1,1,84.52,2179,0.01,253.56,136,3,$2.29,$2.24,"$2,625.03",2.21,34,0.7106,FIFO,In Stock,-1,20/08/2025,2.76%,86.14%,No Notes,Low,-392,Out of Stock,Critical,TRUE,TRUE,2.99,High Risk,30849.8,Very Fast Moving,84.52,0.87,Low,2.99,3.86,A - Good,192.2676003,Moderate Imbalance (~192),13.98
SKU0459,Pantry Product 412,Pantry,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8133,12/05/2025,07/05/2025,22/09/2029,120,109,11,8,2,2,11.01,3760,9.9,22.02,12,2,$14.01,$12.86,"$1,527.30",3.03,4,0.8407,FIFO,In Stock,2,07/08/2025,2.80%,73.51%,No Notes,Medium,88,In Stock,Critical,FALSE,FALSE,0,Medium Risk,36.86834862,Fast Moving,0.101009174,0.32,Low,0,0.32,A - Good,192.2676003,Moderate Imbalance (~192),0
SKU0460,Fresh Product 20,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9536,05/04/2025,18/03/2025,18/04/2025,157,310,25,70,0,0,25.35,5760,12.23,50.7,30,2,$2.11,$2.12,$654.04,2.45,3,0.7233,FIFO,Expiring Soon,8,18/08/2025,-7.87%,85.04%,No Notes,Low,215,In Stock,Low,FALSE,FALSE,0,Low Risk,29.84758065,Fast Moving,0.081774194,0.55,Low,0,0.55,A - Good,202.6218382,High Variation (~206),0
SKU0461,Bakery Product 104,Bakery,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9364,22/07/2025,19/06/2025,24/07/2025,49,419,60,92,0,1,42.17,9850,9.94,421.7,216,10,$3.17,$3.18,"$1,328.44",3.02,16,0.9179,FIFO,Low Stock,1,23/06/2025,8.61%,85.68%,No Notes,Medium,267,In Stock,Critical,TRUE,TRUE,0.06,Medium Risk,36.73520286,Fast Moving,0.100644391,0.82,Low,0.06,0.88,A - Good,199.2482854,High Variation (~206),8.12
SKU0462,Fresh Product 123,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH7544,18/08/2025,27/07/2025,25/08/2025,22,473,164,76,3,0,78.98,216,5.99,552.86,281,7,$1.68,$1.80,$792.51,5.01,31,0.7585,FEFO,Low Stock,2,20/07/2025,1.92%,84.18%,No Notes,Medium,230,In Stock,Critical,TRUE,TRUE,1.01,Medium Risk,60.94651163,Very Fast Moving,0.166976744,1.69,Low,1.01,2.7,A - Good,192.2676003,Moderate Imbalance (~192),10.02
SKU0463,Frozen Product 378,Frozen,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH6703,22/04/2025,31/03/2025,30/12/2025,140,815,11,87,1,0,40,1098,20.38,120,67,3,$4.46,$4.81,"$3,633.19",1.47,13,0.9008,FEFO,In Stock,3,12/08/2025,2.07%,64.50%,No Notes,Low,716,In Stock,Low,FALSE,FALSE,0,Low Risk,17.91411043,Medium Moving,0.049079755,0.3,Low,0,0.3,A - Good,213.1579776,Very Uneven (~213+),0
SKU0464,Dairy Product 477,Dairy,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3867,08/09/2025,13/08/2025,23/09/2025,1,537,62,77,1,0,49.47,1395,10.86,247.35,130,5,$3.33,$3.72,"$1,787.08",2.76,18,0.9886,FIFO,Expiring Soon,2,30/06/2025,-0.33%,73.93%,Promotional item,Low,397,In Stock,Low,FALSE,FALSE,0,Low Risk,33.62486034,Fast Moving,0.092122905,0.06,Low,0,0.06,A - Good,206.5718724,High Variation (~206),0
